,Name,Evolution,Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Species,Height,Weight,abilities,ev_yield,catch_rate,base_friendship,base_experience,growth_rate,eggs_groups,gender_rate,eggs_cycles_rate
83,Alakazam, ,Psychic ,500,55,50,45,135,95,120,Psi Pokémon,1.5 m (4′11″),48.0 kg (105.8 lbs),1. Synchronize2. Inner FocusMagic Guard (hidden ability),3 Special Attack,"50 (6.5% with PokéBall, full HP)",50 (normal),225,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)"
84,Alakazam,Mega Alakazam,Psychic ,600,55,50,65,175,105,150,Psi Pokémon,1.5 m (4′11″),48.0 kg (105.8 lbs),1. Synchronize2. Inner FocusMagic Guard (hidden ability),3 Special Attack,"50 (6.5% with PokéBall, full HP)",50 (normal),225,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)"
85,Machop, ,Fighting ,305,70,80,50,35,35,35,Superpower Pokémon,0.8 m (2′07″),19.5 kg (43.0 lbs),1. Guts2. No GuardSteadfast (hidden ability),1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),61,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)"
86,Machoke, ,Fighting ,405,80,100,70,50,60,45,Superpower Pokémon,1.5 m (4′11″),70.5 kg (155.4 lbs),1. Guts2. No GuardSteadfast (hidden ability),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)"
87,Machamp, ,Fighting ,505,90,130,80,65,85,55,Superpower Pokémon,1.6 m (5′03″),130.0 kg (286.6 lbs),1. Guts2. No GuardSteadfast (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)"
88,Bellsprout, ,Grass Poison,300,50,75,35,70,30,40,Flower Pokémon,0.7 m (2′04″),4.0 kg (8.8 lbs),1. ChlorophyllGluttony (hidden ability),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
89,Weepinbell, ,Grass Poison,390,65,90,50,85,45,55,Flycatcher Pokémon,1.0 m (3′03″),6.4 kg (14.1 lbs),1. ChlorophyllGluttony (hidden ability),2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
90,Victreebel, ,Grass Poison,490,80,105,65,100,70,70,Flycatcher Pokémon,1.7 m (5′07″),15.5 kg (34.2 lbs),1. ChlorophyllGluttony (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
91,Tentacool, ,Water Poison,335,40,40,35,50,100,70,Jellyfish Pokémon,0.9 m (2′11″),45.5 kg (100.3 lbs),1. Clear Body2. Liquid OozeRain Dish (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
92,Tentacruel, ,Water Poison,515,80,70,65,80,120,100,Jellyfish Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),1. Clear Body2. Liquid OozeRain Dish (hidden ability),2 Special Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),180,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
93,Geodude, ,Rock Ground,300,40,80,100,30,30,20,Rock Pokémon,0.4 m (1′04″),20.0 kg (44.1 lbs),1. Rock Head2. SturdySand Veil (hidden ability),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
94,Geodude,Alolan Geodude,Rock Electric,300,40,80,100,30,30,20,Rock Pokémon,0.4 m (1′04″),20.0 kg (44.1 lbs),1. Rock Head2. SturdySand Veil (hidden ability),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
95,Graveler, ,Rock Ground,390,55,95,115,45,45,35,Rock Pokémon,1.0 m (3′03″),105.0 kg (231.5 lbs),1. Rock Head2. SturdySand Veil (hidden ability),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
96,Graveler,Alolan Graveler,Rock Electric,390,55,95,115,45,45,35,Rock Pokémon,1.0 m (3′03″),105.0 kg (231.5 lbs),1. Rock Head2. SturdySand Veil (hidden ability),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
97,Golem, ,Rock Ground,495,80,120,130,55,65,45,Megaton Pokémon,1.4 m (4′07″),300.0 kg (661.4 lbs),1. Rock Head2. SturdySand Veil (hidden ability),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
98,Golem,Alolan Golem,Rock Electric,495,80,120,130,55,65,45,Megaton Pokémon,1.4 m (4′07″),300.0 kg (661.4 lbs),1. Rock Head2. SturdySand Veil (hidden ability),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)"
99,Ponyta, ,Fire ,410,50,85,55,65,65,90,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),1. Run Away2. Flash FireFlame Body (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),82,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
100,Ponyta,Galarian Ponyta,Psychic ,410,50,85,55,65,65,90,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),1. Run Away2. Flash FireFlame Body (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),82,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
101,Rapidash, ,Fire ,500,65,100,70,80,80,105,Fire Horse Pokémon,1.7 m (5′07″),95.0 kg (209.4 lbs),1. Run Away2. Flash FireFlame Body (hidden ability),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
102,Rapidash,Galarian Rapidash,Psychic Fairy,500,65,100,70,80,80,105,Fire Horse Pokémon,1.7 m (5′07″),95.0 kg (209.4 lbs),1. Run Away2. Flash FireFlame Body (hidden ability),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
103,Slowpoke, ,Water Psychic,315,90,65,65,40,40,15,Dopey Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),1. Oblivious2. Own TempoRegenerator (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
104,Slowpoke,Galarian Slowpoke,Psychic ,315,90,65,65,40,40,15,Dopey Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),1. Oblivious2. Own TempoRegenerator (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
105,Slowbro, ,Water Psychic,490,95,75,110,100,80,30,Hermit Crab Pokémon,1.6 m (5′03″),78.5 kg (173.1 lbs),1. Oblivious2. Own TempoRegenerator (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
106,Slowbro,Mega Slowbro,Water Psychic,590,95,75,180,130,80,30,Hermit Crab Pokémon,1.6 m (5′03″),78.5 kg (173.1 lbs),1. Oblivious2. Own TempoRegenerator (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
107,Slowbro,Galarian Slowbro,Poison Psychic,490,95,100,95,100,70,30,Hermit Crab Pokémon,1.6 m (5′03″),78.5 kg (173.1 lbs),1. Oblivious2. Own TempoRegenerator (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
108,Magnemite, ,Electric Steel,325,25,35,70,95,55,45,Magnet Pokémon,0.3 m (1′00″),6.0 kg (13.2 lbs),1. Magnet Pull2. SturdyAnalytic (hidden ability),1 Special Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
109,Magneton, ,Electric Steel,465,50,60,95,120,70,70,Magnet Pokémon,1.0 m (3′03″),60.0 kg (132.3 lbs),1. Magnet Pull2. SturdyAnalytic (hidden ability),2 Special Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
110,Farfetch'd, ,Normal Flying,377,52,90,55,58,62,60,Wild Duck Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),1. Keen Eye2. Inner FocusDefiant (hidden ability),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),132,Medium Fast,"Field, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
111,Farfetch'd,Galarian Farfetch'd,Fighting ,377,52,95,55,58,62,55,Wild Duck Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),1. Keen Eye2. Inner FocusDefiant (hidden ability),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),132,Medium Fast,"Field, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
112,Doduo, ,Normal Flying,310,35,85,45,35,35,75,Twin Bird Pokémon,1.4 m (4′07″),39.2 kg (86.4 lbs),1. Run Away2. Early BirdTangled Feet (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)"
113,Dodrio, ,Normal Flying,470,60,110,70,60,60,110,Triple Bird Pokémon,1.8 m (5′11″),85.2 kg (187.8 lbs),1. Run Away2. Early BirdTangled Feet (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),165,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)"
114,Seel, ,Water ,325,65,45,55,45,70,45,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),1. Thick Fat2. HydrationIce Body (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
115,Dewgong, ,Water Ice,475,90,70,80,70,95,70,Sea Lion Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),1. Thick Fat2. HydrationIce Body (hidden ability),2 Special Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
116,Grimer, ,Poison ,325,80,80,50,40,50,25,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),1. Stench2. Sticky HoldPoison Touch (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
117,Grimer,Alolan Grimer,Poison Dark,325,80,80,50,40,50,25,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),1. Stench2. Sticky HoldPoison Touch (hidden ability),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
118,Muk, ,Poison ,500,105,105,75,65,100,50,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),1. Stench2. Sticky HoldPoison Touch (hidden ability),"1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
119,Muk,Alolan Muk,Poison Dark,500,105,105,75,65,100,50,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),1. Stench2. Sticky HoldPoison Touch (hidden ability),"1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
120,Shellder, ,Water ,305,30,65,100,45,25,40,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. Shell Armor2. Skill LinkOvercoat (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
121,Cloyster, ,Water Ice,525,50,95,180,85,45,70,Bivalve Pokémon,1.5 m (4′11″),132.5 kg (292.1 lbs),1. Shell Armor2. Skill LinkOvercoat (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),184,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
122,Gastly, ,Ghost Poison,310,30,35,30,100,35,80,Gas Pokémon,1.3 m (4′03″),0.1 kg (0.2 lbs),1. Levitate,1 Special Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
123,Haunter, ,Ghost Poison,405,45,50,45,115,55,95,Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),1. Levitate,2 Special Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
124,Gengar, ,Ghost Poison,500,60,65,60,130,75,110,Shadow Pokémon,1.5 m (4′11″),40.5 kg (89.3 lbs),1. Cursed Body,3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
125,Gengar,Mega Gengar,Ghost Poison,600,60,65,80,170,95,130,Shadow Pokémon,1.5 m (4′11″),40.5 kg (89.3 lbs),1. Cursed Body,3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
126,Onix, ,Rock Ground,385,35,45,160,30,45,70,Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),1. Rock Head2. SturdyWeak Armor (hidden ability),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)"
127,Drowzee, ,Psychic ,328,60,48,45,43,90,42,Hypnosis Pokémon,1.0 m (3′03″),32.4 kg (71.4 lbs),1. Insomnia2. ForewarnInner Focus (hidden ability),1 Special Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
128,Hypno, ,Psychic ,483,85,73,70,73,115,67,Hypnosis Pokémon,1.6 m (5′03″),75.6 kg (166.7 lbs),1. Insomnia2. ForewarnInner Focus (hidden ability),2 Special Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)"
129,Krabby, ,Water ,325,30,105,90,25,25,50,River Crab Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),1. Hyper Cutter2. Shell ArmorSheer Force (hidden ability),1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),65,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
130,Kingler, ,Water ,475,55,130,115,50,50,75,Pincer Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),1. Hyper Cutter2. Shell ArmorSheer Force (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
131,Voltorb, ,Electric ,330,40,30,50,55,55,100,Ball Pokémon,0.5 m (1′08″),10.4 kg (22.9 lbs),1. Soundproof2. StaticAftermath (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
132,Electrode, ,Electric ,490,60,50,70,80,80,150,Ball Pokémon,1.2 m (3′11″),66.6 kg (146.8 lbs),1. Soundproof2. StaticAftermath (hidden ability),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)"
133,Exeggcute, ,Grass Psychic,325,60,40,80,60,45,40,Egg Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),1. ChlorophyllHarvest (hidden ability),1 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),65,Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
134,Exeggutor, ,Grass Psychic,530,95,95,85,125,75,55,Coconut Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),1. ChlorophyllHarvest (hidden ability),2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
135,Exeggutor,Alolan Exeggutor,Grass Dragon,530,95,105,85,125,75,45,Coconut Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),1. ChlorophyllHarvest (hidden ability),2 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
136,Cubone, ,Ground ,320,50,50,95,40,50,35,Lonely Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),1. Rock Head2. Lightning RodBattle Armor (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)"
137,Marowak, ,Ground ,425,60,80,110,50,80,45,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),1. Rock Head2. Lightning RodBattle Armor (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)"
138,Marowak,Alolan Marowak,Fire Ghost,425,60,80,110,50,80,45,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),1. Rock Head2. Lightning RodBattle Armor (hidden ability),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)"
139,Hitmonlee, ,Fighting ,455,50,120,53,35,110,87,Kicking Pokémon,1.5 m (4′11″),49.8 kg (109.8 lbs),1. Limber2. RecklessUnburden (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"100% male, 0% female","25 (6,169–6,425 steps)"
140,Hitmonchan, ,Fighting ,455,50,105,79,35,110,76,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),1. Keen Eye2. Iron FistInner Focus (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Fast,Human-Like,"100% male, 0% female","25 (6,169–6,425 steps)"
141,Lickitung, ,Normal ,385,90,55,75,60,75,30,Licking Pokémon,1.2 m (3′11″),65.5 kg (144.4 lbs),1. Own Tempo2. ObliviousCloud Nine (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Monster,"50% male, 50% female","20 (4,884–5,140 steps)"
142,Koffing, ,Poison ,340,40,65,95,60,45,35,Poison Gas Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. Levitate2. Neutralizing GasStench (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),68,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
143,Weezing, ,Poison ,490,65,90,120,85,70,60,Poison Gas Pokémon,1.2 m (3′11″),9.5 kg (20.9 lbs),1. Levitate2. Neutralizing GasStench (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
144,Weezing,Galarian Weezing,Poison Fairy,490,65,90,120,85,70,60,Poison Gas Pokémon,1.2 m (3′11″),9.5 kg (20.9 lbs),1. Levitate2. Neutralizing GasStench (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
145,Rhyhorn, ,Ground Rock,345,80,85,95,30,30,25,Spikes Pokémon,1.0 m (3′03″),115.0 kg (253.5 lbs),1. Lightning Rod2. Rock HeadReckless (hidden ability),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),69,Slow,"Field, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
146,Rhydon, ,Ground Rock,485,105,130,120,45,45,40,Drill Pokémon,1.9 m (6′03″),120.0 kg (264.6 lbs),1. Lightning Rod2. Rock HeadReckless (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),170,Slow,"Field, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
147,Chansey, ,Normal ,450,250,5,5,35,105,50,Egg Pokémon,1.1 m (3′07″),34.6 kg (76.3 lbs),1. Natural Cure2. Serene GraceHealer (hidden ability),2 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),395,Fast,Fairy,"0% male, 100% female","40 (10,024–10,280 steps)"
148,Tangela, ,Grass ,435,65,55,115,100,40,60,Vine Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),1. Chlorophyll2. Leaf GuardRegenerator (hidden ability),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),87,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)"
149,Kangaskhan, ,Normal ,490,105,95,80,40,80,90,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),1. Early Bird2. ScrappyInner Focus (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Monster,"0% male, 100% female","20 (4,884–5,140 steps)"
150,Kangaskhan,Mega Kangaskhan,Normal ,590,105,125,100,60,100,100,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),1. Early Bird2. ScrappyInner Focus (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Monster,"0% male, 100% female","20 (4,884–5,140 steps)"
151,Horsea, ,Water ,295,30,40,70,70,25,60,Dragon Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),1. Swift Swim2. SniperDamp (hidden ability),1 Special Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),59,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
152,Seadra, ,Water ,440,55,65,95,95,45,85,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),1. Poison Point2. SniperDamp (hidden ability),"1 Defense, 1 Special Attack","75 (9.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
153,Goldeen, ,Water ,320,45,67,60,35,50,63,Goldfish Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),1. Swift Swim2. Water VeilLightning Rod (hidden ability),1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
154,Seaking, ,Water ,450,80,92,65,65,80,68,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),1. Swift Swim2. Water VeilLightning Rod (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)"
